category,label,text,language
upi_fraud,scam,YOUR ELECTRICITY BILL OF RS.5000 IS PENDING. POWER WILL BE DISCONNECTED AT 9 PM. PAY VIA UPI: 6960842522@YBL,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6006263368@oksbi to avoid double toll.",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 104825.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,Action Required: Complete your Canara Bank Aadhaar linking process today via http://jio-verify-account-info.com,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of INR 5000 via UPI.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://jio-secure-login.xyz to continue watching.,en
upi_fraud,scam,You have received a payment of Rs.50000 on PhonePe. Enter your UPI pin to claim the amount.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 291759.,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.49999. Claim it here: http://jio-official-portal.co,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit INR 50000 and our AI will trade for you. http://www.paytm-claim-reward-now.net,en
phishing,scam,Action Required: Complete your HDFC Aadhaar linking process today via http://www.flipkart-official-portal.co,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 485715.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,URGENT: Your Union Bank account KYC has expired. Update immediately at http://www.jio-update-kyc.in to avoid suspension.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM. Please arrive 10 minutes early.,en
benign,safe,OTP FOR LOGIN TO YOUR HDFC ACCOUNT IS 276893. DO NOT SHARE THIS WITH ANYONE.,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to INR 3000/day. Message HR on WhatsApp: +91-9838190368,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.9999 and our AI will trade for you. http://secure.paytm-update-kyc.in,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.100 security fee.,en
phishing,scam,"Dear ICICI customer, 15,000 reward points are expiring today. Redeem for cash at http://tata-claim-reward-now.net",en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.paytm-update-kyc.in,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.25000. Claim it here: http://www.amazon-secure-login.xyz,en
benign,safe,OTP for login to your HDFC account is 172481. Do not share this with anyone.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.2000.,en
phishing,scam,"Dear Yes Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://www.jio-verify-account-info.com",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 9:00 AM. Please arrive 10 minutes early.,en
investment_scam,scam,"MAKE RS.50,000 PER MONTH WITH SIMPLE DATA ENTRY. ZERO INVESTMENT PLAN REQUIRES RS.2000 REGISTRATION. HTTP://WWW.AMAZON-VERIFY-ACCOUNT-INFO.COM",en
investment_scam,scam,BINANCE VIP TRADING SIGNALS. 99% ACCURACY. PAY MONTHLY FEE OF RS.5000 FOR ACCESS.,en
upi_fraud,scam,"ALERT: Rs.25000 debited from your A/c. If not done by you, forward this SMS to +91-9936373160 to block transaction.",en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://www.jio-verify-account-info.com,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-7638577677 to update.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://amazon-verify-account-info.com to continue watching.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Meeting pushed to 2:30 PM. Please check the updated invite.,en
phishing,scam,Your Yes Bank internet banking access will be locked in 24 hrs. Verify your identity at http://www.reliance-claim-reward-now.net,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://www.paytm-secure-login.xyz to continue watching.,en
phishing,scam,"Your Instagram account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.airtel-refund-processing.online",en
phishing,scam,Paytm Winner! You have been selected for a free gift worth Rs.49999. Claim: http://secure.airtel-refund-processing.online,en
upi_fraud,scam,"ALERT: Rs.5000 debited from your A/c. If not done by you, forward this SMS to +91-9077655355 to block transaction.",en
phishing,scam,"Dear customer, your PAN card is not linked to your Bank of Baroda account. Link now: http://www.flipkart-verify-account-info.com",en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 9164269533@oksbi,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.10000 via UPI.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,OTP for login to your HDFC account is 240629. Do not share this with anyone.,en
benign,safe,"Salary of Rs.9999 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,"Dear Punjab National Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://reliance-claim-reward-now.net",en
phishing,scam,Action Required: Complete your Punjab National Bank Aadhaar linking process today via http://www.flipkart-refund-processing.online,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.9999. Claim it here: http://secure.paytm-official-portal.co,en
upi_fraud,scam,"ALERT: INR 49999 debited from your A/c. If not done by you, forward this SMS to +91-9293350114 to block transaction.",en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://jio-official-portal.co,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.9999 online using http://airtel-refund-processing.online and get 10% cashback.",en
benign,safe,"Hey, are we still meeting for dinner at 7:45 PM?",en
phishing,scam,"Dear customer, your PAN card is not linked to your Yes Bank account. Link now: http://www.tata-verify-account-info.com",en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel Rs.9999.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,"Salary of Rs.50000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://jio-refund-processing.online to avoid suspension.,en
benign,safe,OTP for login to your HDFC account is 775581. Do not share this with anyone.,en
phishing,scam,"Dear Yes Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://www.jio-official-portal.co",en
upi_fraud,scam,Congratulations! You won Rs.10000 cashback on Google Pay. Click here and enter PIN to receive: http://secure.amazon-secure-login.xyz,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.tata-verify-account-info.com to continue watching.,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.250 registration. http://secure.airtel-refund-processing.online",en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.5000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,"Hey, are we still meeting for dinner at 5:00 PM?",en
phishing,scam,"YOUR INSTAGRAM ACCOUNT HAS BEEN LOGGED IN FROM AN UNKNOWN DEVICE. IF THIS WASN'T YOU, SECURE YOUR ACCOUNT: HTTP://SECURE.TATA-SECURE-LOGIN.XYZ",en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.9999 online using http://flipkart-refund-processing.online and get 10% cashback.",en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.10000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.49999 in crypto now. Join Telegram: http://airtel-update-kyc.in,en
benign,safe,"Salary of Rs.49999 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,"Salary of Rs.9999 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
phishing,scam,URGENT: Your HDFC account KYC has expired. Update immediately at http://www.paytm-verify-account-info.com to avoid suspension.,en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://reliance-secure-login.xyz to continue watching.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8770337468@oksbi,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://www.airtel-claim-reward-now.net,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-7534560020,en
phishing,scam,Flipkart Winner! You have been selected for a free gift worth Rs.10000. Claim: http://secure.reliance-verify-account-info.com,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,"Hey, are we still meeting for dinner at 10:00 AM?",en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://www.reliance-update-kyc.in,en
benign,safe,Can you send me the presentation file before EOD?,en
benign,safe,OTP FOR LOGIN TO YOUR HDFC ACCOUNT IS 442779. DO NOT SHARE THIS WITH ANYONE.,en
upi_fraud,scam,"ALERT: INR 5000 DEBITED FROM YOUR A/C. IF NOT DONE BY YOU, FORWARD THIS SMS TO +91-7471943493 TO BLOCK TRANSACTION.",en
phishing,scam,Your Union Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.paytm-refund-processing.online,en
upi_fraud,scam,Congratulations! You won Rs.10000 cashback on Google Pay. Click here and enter PIN to receive: http://flipkart-verify-account-info.com,en
benign,safe,"Hey, are we still meeting for dinner at 4:15 PM?",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,URGENT: Your Union Bank account KYC has expired. Update immediately at http://secure.airtel-refund-processing.online to avoid suspension.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6742170818@ybl,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 701529.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Yes Bank account. Link now: http://www.amazon-refund-processing.online",en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.50000 in crypto now. Join Telegram: http://tata-claim-reward-now.net,en
phishing,scam,Airtel Winner! You have been selected for a free gift worth INR 9999. Claim: http://secure.paytm-update-kyc.in,en
phishing,scam,YOUR NETFLIX SUBSCRIPTION HAS EXPIRED. RENEW IMMEDIATELY AT HTTP://SECURE.AMAZON-OFFICIAL-PORTAL.CO TO CONTINUE WATCHING.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 7:45 PM. Please arrive 10 minutes early.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.9999 online using http://secure.paytm-secure-login.xyz and get 10% cashback.",en
phishing,scam,Your Yes Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.paytm-update-kyc.in,en
benign,safe,Can you send me the presentation file before EOD?,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 7550451419@ybl to avoid double toll.",en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6535730999@paytm to avoid double toll.",en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://tata-verify-account-info.com to continue watching.,en
upi_fraud,scam,Aapke UPI par Rs.9999 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.5000. Claim it here: http://www.paytm-claim-reward-now.net,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.50000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
